source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sample type]	characteristics[control material]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[acquisition date]	comment[cohort]	comment[MS batch]	comment[sample preparation batch]	comment[plate]	comment[plate row]	comment[plate column]	comment[injection order]	comment[annotation provenance]	factor value[control material]
20200710_TOF1_LS_178_QC_016	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC	20200710_TOF1_LS_178_QC_016	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_178_QC_016.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	NA	NA	NA	NA	802	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC
20200710_TOF1_LS_181_ZeBanc2_P2_H6	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200710_TOF1_LS_181_ZeBanc2_P2_H6	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_181_ZeBanc2_P2_H6.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	3	8	NA	NA	805	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
20200710_TOF1_LS_184_ZeBanc2_P2_F2	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200710_TOF1_LS_184_ZeBanc2_P2_F2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_184_ZeBanc2_P2_F2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	3	8	NA	NA	808	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
20200710_TOF1_LS_186_ZeBanc2_P3_B2	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200710_TOF1_LS_186_ZeBanc2_P3_B2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_186_ZeBanc2_P3_B2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	3	9	NA	NA	810	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
20200710_TOF1_LS_189_QC_017	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC	20200710_TOF1_LS_189_QC_017	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_189_QC_017.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	NA	NA	NA	NA	813	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC
20200710_TOF1_LS_196_ZeBanc2_P1_H4	Homo sapiens	blood serum	not applicable	1	quality control sample	SP.QC.Serum	20200710_TOF1_LS_196_ZeBanc2_P1_H4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_196_ZeBanc2_P1_H4.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	3	7	NA	NA	820	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Serum
20200710_TOF1_LS_201_QC_018	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC	20200710_TOF1_LS_201_QC_018	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_201_QC_018.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	NA	NA	NA	NA	825	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC
20200710_TOF1_LS_208_ZeBanc2_P1_D11	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200710_TOF1_LS_208_ZeBanc2_P1_D11	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_208_ZeBanc2_P1_D11.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	3	7	NA	NA	838	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
20200710_TOF1_LS_212_QC_019	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC	20200710_TOF1_LS_212_QC_019	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_212_QC_019.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	NA	NA	NA	NA	842	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC
20200710_TOF1_LS_215_ZeBanc2_P1_F2	Homo sapiens	blood serum	not applicable	1	quality control sample	SP.QC.Serum	20200710_TOF1_LS_215_ZeBanc2_P1_F2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_215_ZeBanc2_P1_F2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	3	7	NA	NA	845	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Serum
20200710_TOF1_LS_220_ZeBanc2_P3_A7	Homo sapiens	blood serum	not applicable	1	quality control sample	SP.QC.Serum	20200710_TOF1_LS_220_ZeBanc2_P3_A7	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_220_ZeBanc2_P3_A7.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	3	9	NA	NA	850	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Serum
20200710_TOF1_LS_223_QC_020	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC	20200710_TOF1_LS_223_QC_020	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_223_QC_020.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	NA	NA	NA	NA	853	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC
20200710_TOF1_LS_229_ZeBanc2_P3_C9	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200710_TOF1_LS_229_ZeBanc2_P3_C9	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_229_ZeBanc2_P3_C9.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	3	9	NA	NA	859	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
20200710_TOF1_LS_235_QC_021	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC	20200710_TOF1_LS_235_QC_021	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_235_QC_021.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	NA	NA	NA	NA	865	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC
20200710_TOF1_LS_246_QC_022	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC	20200710_TOF1_LS_246_QC_022	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_246_QC_022.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	NA	NA	NA	NA	876	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC
20200710_TOF1_LS_258_QC_023	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC	20200710_TOF1_LS_258_QC_023	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_258_QC_023.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	NA	NA	NA	NA	888	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC
20200710_TOF1_LS_265_ZeBanc2_P4_A3	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200710_TOF1_LS_265_ZeBanc2_P4_A3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_265_ZeBanc2_P4_A3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	3	10	NA	NA	895	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
20200710_TOF1_LS_266_ZeBanc2_P3_C4	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200710_TOF1_LS_266_ZeBanc2_P3_C4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_266_ZeBanc2_P3_C4.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	3	9	NA	NA	896	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
20200710_TOF1_LS_269_QC_024	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC	20200710_TOF1_LS_269_QC_024	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_269_QC_024.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	NA	NA	NA	NA	899	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC
20200710_TOF1_LS_274_ZeBanc2_P5_G5	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200710_TOF1_LS_274_ZeBanc2_P5_G5	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_274_ZeBanc2_P5_G5.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	3	11	NA	NA	904	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
20200710_TOF1_LS_277_ZeBanc2_P2_A12	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200710_TOF1_LS_277_ZeBanc2_P2_A12	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_277_ZeBanc2_P2_A12.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	3	8	NA	NA	907	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
20200710_TOF1_LS_280_QC_025	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC	20200710_TOF1_LS_280_QC_025	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_280_QC_025.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	NA	NA	NA	NA	910	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC
20200710_TOF1_LS_284_ZeBanc2_P4_A1	Homo sapiens	blood serum	not applicable	1	quality control sample	SP.QC.Serum	20200710_TOF1_LS_284_ZeBanc2_P4_A1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_284_ZeBanc2_P4_A1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	3	10	NA	NA	914	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Serum
20200710_TOF1_LS_285_ZeBanc2_P1_F8	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200710_TOF1_LS_285_ZeBanc2_P1_F8	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_285_ZeBanc2_P1_F8.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	3	7	NA	NA	915	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
20200710_TOF1_LS_287_ZeBanc2_P3_B10	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200710_TOF1_LS_287_ZeBanc2_P3_B10	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_287_ZeBanc2_P3_B10.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	3	9	NA	NA	917	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
20200710_TOF1_LS_289_ZeBanc2_P4_C3	Homo sapiens	blood serum	not applicable	1	quality control sample	SP.QC.Serum	20200710_TOF1_LS_289_ZeBanc2_P4_C3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_289_ZeBanc2_P4_C3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	3	10	NA	NA	919	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Serum
20200710_TOF1_LS_291_ZeBanc2_P4_B6	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200710_TOF1_LS_291_ZeBanc2_P4_B6	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_291_ZeBanc2_P4_B6.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	3	10	NA	NA	921	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
20200710_TOF1_LS_292_QC_026	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC	20200710_TOF1_LS_292_QC_026	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_292_QC_026.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	NA	NA	NA	NA	922	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC
20200710_TOF1_LS_295_ZeBanc2_P4_C1	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200710_TOF1_LS_295_ZeBanc2_P4_C1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200710_TOF1_LS_295_ZeBanc2_P4_C1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-07-10	Charite	2	3	10	NA	NA	925	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
