source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[sample type]	characteristics[material type]	characteristics[phenotype]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[proteomics data acquisition method]	comment[modification parameters]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	comment[annotation provenance]	factor value[phenotype]
PXD052341_fib_top_human_colon_BR3	Homo sapiens	colon	not applicable	fibroblast	3	not pooled	study sample	tissue	fib_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_fib_top_03_06	proteomic profiling by mass spectrometry	6	20230814_AST2_EVO6_P011_FP_Whisper40_fib_top_03_06.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	fib_top_human_colon
PXD052341_gob_bot_human_colon_BR1	Homo sapiens	colon	not applicable	goblet cell	1	not pooled	study sample	tissue	gob_bot_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_gob_bot_01_01	proteomic profiling by mass spectrometry	1	20230814_AST2_EVO6_P011_FP_Whisper40_gob_bot_01_01.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gob_bot_human_colon
PXD052341_gob_bot_human_colon_BR1	Homo sapiens	colon	not applicable	goblet cell	1	not pooled	study sample	tissue	gob_bot_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_gob_bot_01_02	proteomic profiling by mass spectrometry	2	20230814_AST2_EVO6_P011_FP_Whisper40_gob_bot_01_02.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gob_bot_human_colon
PXD052341_gob_top_human_colon_BR1	Homo sapiens	colon	not applicable	goblet cell	1	not pooled	study sample	tissue	gob_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_gob_top_01_01	proteomic profiling by mass spectrometry	1	20230814_AST2_EVO6_P011_FP_Whisper40_gob_top_01_01.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gob_top_human_colon
PXD052341_gob_top_human_colon_BR1	Homo sapiens	colon	not applicable	goblet cell	1	not pooled	study sample	tissue	gob_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_gob_top_01_02	proteomic profiling by mass spectrometry	2	20230814_AST2_EVO6_P011_FP_Whisper40_gob_top_01_02.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gob_top_human_colon
PXD052341_gob_top_human_colon_BR1	Homo sapiens	colon	not applicable	goblet cell	1	not pooled	study sample	tissue	gob_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_gob_top_01_03	proteomic profiling by mass spectrometry	3	20230814_AST2_EVO6_P011_FP_Whisper40_gob_top_01_03.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gob_top_human_colon
PXD052341_gob_top_human_colon_BR1	Homo sapiens	colon	not applicable	goblet cell	1	not pooled	study sample	tissue	gob_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_gob_top_01_04	proteomic profiling by mass spectrometry	4	20230814_AST2_EVO6_P011_FP_Whisper40_gob_top_01_04.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gob_top_human_colon
PXD052341_gob_top_human_colon_BR1	Homo sapiens	colon	not applicable	goblet cell	1	not pooled	study sample	tissue	gob_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_gob_top_01_05	proteomic profiling by mass spectrometry	5	20230814_AST2_EVO6_P011_FP_Whisper40_gob_top_01_05.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gob_top_human_colon
PXD052341_gob_top_human_colon_BR1	Homo sapiens	colon	not applicable	goblet cell	1	not pooled	study sample	tissue	gob_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_gob_top_01_06	proteomic profiling by mass spectrometry	6	20230814_AST2_EVO6_P011_FP_Whisper40_gob_top_01_06.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gob_top_human_colon
PXD052341_gob_top_human_colon_BR2	Homo sapiens	colon	not applicable	goblet cell	2	not pooled	study sample	tissue	gob_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_gob_top_02_01	proteomic profiling by mass spectrometry	1	20230814_AST2_EVO6_P011_FP_Whisper40_gob_top_02_01.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gob_top_human_colon
PXD052341_gob_top_human_colon_BR2	Homo sapiens	colon	not applicable	goblet cell	2	not pooled	study sample	tissue	gob_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_gob_top_02_02	proteomic profiling by mass spectrometry	2	20230814_AST2_EVO6_P011_FP_Whisper40_gob_top_02_02.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gob_top_human_colon
PXD052341_gob_top_human_colon_BR3	Homo sapiens	colon	not applicable	goblet cell	3	not pooled	study sample	tissue	gob_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_gob_top_03_01	proteomic profiling by mass spectrometry	1	20230814_AST2_EVO6_P011_FP_Whisper40_gob_top_03_01.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gob_top_human_colon
PXD052341_gob_top_human_colon_BR3	Homo sapiens	colon	not applicable	goblet cell	3	not pooled	study sample	tissue	gob_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_gob_top_03_02	proteomic profiling by mass spectrometry	2	20230814_AST2_EVO6_P011_FP_Whisper40_gob_top_03_02.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gob_top_human_colon
PXD052341_gob_top_human_colon_BR3	Homo sapiens	colon	not applicable	goblet cell	3	not pooled	study sample	tissue	gob_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_gob_top_03_03	proteomic profiling by mass spectrometry	3	20230814_AST2_EVO6_P011_FP_Whisper40_gob_top_03_03.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gob_top_human_colon
PXD052341_gobl_organoid_in_vitro_BR1	Homo sapiens	colon	not applicable	goblet cell	1	not pooled	study sample	cell	gobl_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_01_01	proteomic profiling by mass spectrometry	1	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_01_01.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gobl_organoid_in_vitro
PXD052341_gobl_organoid_in_vitro_BR2	Homo sapiens	colon	not applicable	goblet cell	2	not pooled	study sample	cell	gobl_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_01_02	proteomic profiling by mass spectrometry	1	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_01_02.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gobl_organoid_in_vitro
PXD052341_gobl_organoid_in_vitro_BR3	Homo sapiens	colon	not applicable	goblet cell	3	not pooled	study sample	cell	gobl_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_01_03	proteomic profiling by mass spectrometry	1	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_01_03.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gobl_organoid_in_vitro
PXD052341_gobl_organoid_in_vitro_BR1	Homo sapiens	colon	not applicable	goblet cell	1	not pooled	study sample	cell	gobl_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_02_01	proteomic profiling by mass spectrometry	2	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_02_01.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gobl_organoid_in_vitro
PXD052341_gobl_organoid_in_vitro_BR2	Homo sapiens	colon	not applicable	goblet cell	2	not pooled	study sample	cell	gobl_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_02_02	proteomic profiling by mass spectrometry	2	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_02_02.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gobl_organoid_in_vitro
PXD052341_gobl_organoid_in_vitro_BR3	Homo sapiens	colon	not applicable	goblet cell	3	not pooled	study sample	cell	gobl_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_02_03	proteomic profiling by mass spectrometry	2	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_02_03.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gobl_organoid_in_vitro
PXD052341_gobl_organoid_in_vitro_BR1	Homo sapiens	colon	not applicable	goblet cell	1	not pooled	study sample	cell	gobl_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_03_01	proteomic profiling by mass spectrometry	3	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_03_01.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gobl_organoid_in_vitro
PXD052341_gobl_organoid_in_vitro_BR2	Homo sapiens	colon	not applicable	goblet cell	2	not pooled	study sample	cell	gobl_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_03_02	proteomic profiling by mass spectrometry	3	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_03_02.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gobl_organoid_in_vitro
PXD052341_gobl_organoid_in_vitro_BR3	Homo sapiens	colon	not applicable	goblet cell	3	not pooled	study sample	cell	gobl_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_03_03	proteomic profiling by mass spectrometry	3	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_03_03.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gobl_organoid_in_vitro
PXD052341_gobl_organoid_in_vitro_BR1	Homo sapiens	colon	not applicable	goblet cell	1	not pooled	study sample	cell	gobl_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_04_01	proteomic profiling by mass spectrometry	4	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_04_01.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gobl_organoid_in_vitro
PXD052341_gobl_organoid_in_vitro_BR2	Homo sapiens	colon	not applicable	goblet cell	2	not pooled	study sample	cell	gobl_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_04_02	proteomic profiling by mass spectrometry	4	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_04_02.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gobl_organoid_in_vitro
PXD052341_gobl_organoid_in_vitro_BR3	Homo sapiens	colon	not applicable	goblet cell	3	not pooled	study sample	cell	gobl_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_04_03	proteomic profiling by mass spectrometry	4	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_04_03.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gobl_organoid_in_vitro
PXD052341_gobl_organoid_in_vitro_BR1	Homo sapiens	colon	not applicable	goblet cell	1	not pooled	study sample	cell	gobl_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_05_01	proteomic profiling by mass spectrometry	5	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_05_01.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gobl_organoid_in_vitro
PXD052341_gobl_organoid_in_vitro_BR2	Homo sapiens	colon	not applicable	goblet cell	2	not pooled	study sample	cell	gobl_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_05_02	proteomic profiling by mass spectrometry	5	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_05_02.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gobl_organoid_in_vitro
PXD052341_gobl_organoid_in_vitro_BR3	Homo sapiens	colon	not applicable	goblet cell	3	not pooled	study sample	cell	gobl_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_05_03	proteomic profiling by mass spectrometry	5	20230814_AST2_EVO6_P011_FP_Whisper40_Gobl_05_03.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	gobl_organoid_in_vitro
PXD052341_imm_bot_human_colon_BR1	Homo sapiens	colon	not applicable	immune cell	1	not pooled	study sample	tissue	imm_bot_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_imm_bot_01_01	proteomic profiling by mass spectrometry	1	20230814_AST2_EVO6_P011_FP_Whisper40_imm_bot_01_01.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	imm_bot_human_colon
PXD052341_imm_bot_human_colon_BR1	Homo sapiens	colon	not applicable	immune cell	1	not pooled	study sample	tissue	imm_bot_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_imm_bot_01_02	proteomic profiling by mass spectrometry	2	20230814_AST2_EVO6_P011_FP_Whisper40_imm_bot_01_02.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	imm_bot_human_colon
PXD052341_imm_bot_human_colon_BR1	Homo sapiens	colon	not applicable	immune cell	1	not pooled	study sample	tissue	imm_bot_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_imm_bot_01_03	proteomic profiling by mass spectrometry	3	20230814_AST2_EVO6_P011_FP_Whisper40_imm_bot_01_03.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	imm_bot_human_colon
PXD052341_imm_bot_human_colon_BR2	Homo sapiens	colon	not applicable	immune cell	2	not pooled	study sample	tissue	imm_bot_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_imm_bot_02_01	proteomic profiling by mass spectrometry	1	20230814_AST2_EVO6_P011_FP_Whisper40_imm_bot_02_01.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	imm_bot_human_colon
