source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[ecoli mass fraction]	characteristics[sample amount]	characteristics[spiked compound]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[cleavage agent details]	comment[digestion protocol]	comment[proteomics data acquisition method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sample description]	comment[replicate provenance]	comment[search parameter source]	comment[annotation provenance]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[ecoli mass fraction]	factor value[sample amount]
PXD053462_Sample-10	Homo sapiens	uterine cervix	adenocarcinoma	epithelial cell	HeLa S3 cell	CVCL_0058	HeLa S3	30Y6M	female	adult	1	10%	1 ng	CT=mixture;CN=Escherichia coli K-12 digest;SP=Escherichia coli;QY=0.1 ng	PXD053462_20220407_KK_HeLa_Ecoli-10perc_1ng_R7	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	Trypsin digestion; DIA-NN search cleavage rule K*,R* permits cleavage before proline.	Data-independent acquisition	not available	not available	375	925	25	1	7	20220407_KK_HeLa_Ecoli-10perc_1ng_R7_C7_1_6916.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053462/20220407_KK_HeLa_Ecoli-10perc_1ng_R7_C7_1_6916.d.zip	Commercial HeLa S3 peptide digest with 10% E. coli K-12 digest by peptide mass; total injected peptide amount 1 ng. This is a bulk-digest dilution benchmark.	EcoliSpike_sdrf.txt and Methods specify repeated injections of the same mixture: seven technical replicates at 1 ng and three at 5, 10 and 100 ng. Human-only R1 is absent from the archive; deposited R2-R7 retain their original identifiers.	01_EcoliSpike_Searches.zip: all 39 deposited DIA-NN 1.8.0 logs specify fixed cysteine carbamidomethylation (--unimod4), K*,R* cleavage and two missed cleavages. Mass accuracy is optimized per analysis; a single fixed tolerance is not reported. Spectronaut settings are not represented here.	Agent-assisted curation using Codex and sdrf-skills. Author SDRF component rows combined into one physical acquisition per row; sample amounts sum human and E. coli components. A representative analysis.tdf instrument field confirms timsTOF Pro. All 54 deposited diaSettings.diasqlite files specify 375-925 m/z, width 25, unlike the generalized Methods range. Cell-line donor age and sex: https://www.cellosaurus.org/CVCL_0058 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	10%	1 ng
PXD053462_Sample-12	Homo sapiens	uterine cervix	adenocarcinoma	epithelial cell	HeLa S3 cell	CVCL_0058	HeLa S3	30Y6M	female	adult	1	10%	5 ng	CT=mixture;CN=Escherichia coli K-12 digest;SP=Escherichia coli;QY=0.5 ng	PXD053462_20220407_KK_HeLa_Ecoli-10perc_5ng_R1	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	Trypsin digestion; DIA-NN search cleavage rule K*,R* permits cleavage before proline.	Data-independent acquisition	not available	not available	375	925	25	1	1	20220407_KK_HeLa_Ecoli-10perc_5ng_R1_F1_1_6871.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053462/20220407_KK_HeLa_Ecoli-10perc_5ng_R1_F1_1_6871.d.zip	Commercial HeLa S3 peptide digest with 10% E. coli K-12 digest by peptide mass; total injected peptide amount 5 ng. This is a bulk-digest dilution benchmark.	EcoliSpike_sdrf.txt and Methods specify repeated injections of the same mixture: seven technical replicates at 1 ng and three at 5, 10 and 100 ng. Human-only R1 is absent from the archive; deposited R2-R7 retain their original identifiers.	01_EcoliSpike_Searches.zip: all 39 deposited DIA-NN 1.8.0 logs specify fixed cysteine carbamidomethylation (--unimod4), K*,R* cleavage and two missed cleavages. Mass accuracy is optimized per analysis; a single fixed tolerance is not reported. Spectronaut settings are not represented here.	Agent-assisted curation using Codex and sdrf-skills. Author SDRF component rows combined into one physical acquisition per row; sample amounts sum human and E. coli components. A representative analysis.tdf instrument field confirms timsTOF Pro. All 54 deposited diaSettings.diasqlite files specify 375-925 m/z, width 25, unlike the generalized Methods range. Cell-line donor age and sex: https://www.cellosaurus.org/CVCL_0058 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	10%	5 ng
PXD053462_Sample-12	Homo sapiens	uterine cervix	adenocarcinoma	epithelial cell	HeLa S3 cell	CVCL_0058	HeLa S3	30Y6M	female	adult	1	10%	5 ng	CT=mixture;CN=Escherichia coli K-12 digest;SP=Escherichia coli;QY=0.5 ng	PXD053462_20220407_KK_HeLa_Ecoli-10perc_5ng_R2	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	Trypsin digestion; DIA-NN search cleavage rule K*,R* permits cleavage before proline.	Data-independent acquisition	not available	not available	375	925	25	1	2	20220407_KK_HeLa_Ecoli-10perc_5ng_R2_F2_1_6879.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053462/20220407_KK_HeLa_Ecoli-10perc_5ng_R2_F2_1_6879.d.zip	Commercial HeLa S3 peptide digest with 10% E. coli K-12 digest by peptide mass; total injected peptide amount 5 ng. This is a bulk-digest dilution benchmark.	EcoliSpike_sdrf.txt and Methods specify repeated injections of the same mixture: seven technical replicates at 1 ng and three at 5, 10 and 100 ng. Human-only R1 is absent from the archive; deposited R2-R7 retain their original identifiers.	01_EcoliSpike_Searches.zip: all 39 deposited DIA-NN 1.8.0 logs specify fixed cysteine carbamidomethylation (--unimod4), K*,R* cleavage and two missed cleavages. Mass accuracy is optimized per analysis; a single fixed tolerance is not reported. Spectronaut settings are not represented here.	Agent-assisted curation using Codex and sdrf-skills. Author SDRF component rows combined into one physical acquisition per row; sample amounts sum human and E. coli components. A representative analysis.tdf instrument field confirms timsTOF Pro. All 54 deposited diaSettings.diasqlite files specify 375-925 m/z, width 25, unlike the generalized Methods range. Cell-line donor age and sex: https://www.cellosaurus.org/CVCL_0058 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	10%	5 ng
PXD053462_Sample-12	Homo sapiens	uterine cervix	adenocarcinoma	epithelial cell	HeLa S3 cell	CVCL_0058	HeLa S3	30Y6M	female	adult	1	10%	5 ng	CT=mixture;CN=Escherichia coli K-12 digest;SP=Escherichia coli;QY=0.5 ng	PXD053462_20220407_KK_HeLa_Ecoli-10perc_5ng_R3	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	Trypsin digestion; DIA-NN search cleavage rule K*,R* permits cleavage before proline.	Data-independent acquisition	not available	not available	375	925	25	1	3	20220407_KK_HeLa_Ecoli-10perc_5ng_R3_F3_1_6887.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053462/20220407_KK_HeLa_Ecoli-10perc_5ng_R3_F3_1_6887.d.zip	Commercial HeLa S3 peptide digest with 10% E. coli K-12 digest by peptide mass; total injected peptide amount 5 ng. This is a bulk-digest dilution benchmark.	EcoliSpike_sdrf.txt and Methods specify repeated injections of the same mixture: seven technical replicates at 1 ng and three at 5, 10 and 100 ng. Human-only R1 is absent from the archive; deposited R2-R7 retain their original identifiers.	01_EcoliSpike_Searches.zip: all 39 deposited DIA-NN 1.8.0 logs specify fixed cysteine carbamidomethylation (--unimod4), K*,R* cleavage and two missed cleavages. Mass accuracy is optimized per analysis; a single fixed tolerance is not reported. Spectronaut settings are not represented here.	Agent-assisted curation using Codex and sdrf-skills. Author SDRF component rows combined into one physical acquisition per row; sample amounts sum human and E. coli components. A representative analysis.tdf instrument field confirms timsTOF Pro. All 54 deposited diaSettings.diasqlite files specify 375-925 m/z, width 25, unlike the generalized Methods range. Cell-line donor age and sex: https://www.cellosaurus.org/CVCL_0058 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	10%	5 ng
PXD053462_Sample-24	Homo sapiens	uterine cervix	adenocarcinoma	epithelial cell	HeLa S3 cell	CVCL_0058	HeLa S3	30Y6M	female	adult	1	20%	100 ng	CT=mixture;CN=Escherichia coli K-12 digest;SP=Escherichia coli;QY=20 ng	PXD053462_20220407_KK_HeLa_Ecoli-20perc_100ng_R1	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	Trypsin digestion; DIA-NN search cleavage rule K*,R* permits cleavage before proline.	Data-independent acquisition	not available	not available	375	925	25	1	1	20220407_KK_HeLa_Ecoli-20perc_100ng_R1_G7_1_6922.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053462/20220407_KK_HeLa_Ecoli-20perc_100ng_R1_G7_1_6922.d.zip	Commercial HeLa S3 peptide digest with 20% E. coli K-12 digest by peptide mass; total injected peptide amount 100 ng. This is a bulk-digest dilution benchmark.	EcoliSpike_sdrf.txt and Methods specify repeated injections of the same mixture: seven technical replicates at 1 ng and three at 5, 10 and 100 ng. Human-only R1 is absent from the archive; deposited R2-R7 retain their original identifiers.	01_EcoliSpike_Searches.zip: all 39 deposited DIA-NN 1.8.0 logs specify fixed cysteine carbamidomethylation (--unimod4), K*,R* cleavage and two missed cleavages. Mass accuracy is optimized per analysis; a single fixed tolerance is not reported. Spectronaut settings are not represented here.	Agent-assisted curation using Codex and sdrf-skills. Author SDRF component rows combined into one physical acquisition per row; sample amounts sum human and E. coli components. A representative analysis.tdf instrument field confirms timsTOF Pro. All 54 deposited diaSettings.diasqlite files specify 375-925 m/z, width 25, unlike the generalized Methods range. Cell-line donor age and sex: https://www.cellosaurus.org/CVCL_0058 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	20%	100 ng
PXD053462_Sample-24	Homo sapiens	uterine cervix	adenocarcinoma	epithelial cell	HeLa S3 cell	CVCL_0058	HeLa S3	30Y6M	female	adult	1	20%	100 ng	CT=mixture;CN=Escherichia coli K-12 digest;SP=Escherichia coli;QY=20 ng	PXD053462_20220407_KK_HeLa_Ecoli-20perc_100ng_R2	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	Trypsin digestion; DIA-NN search cleavage rule K*,R* permits cleavage before proline.	Data-independent acquisition	not available	not available	375	925	25	1	2	20220407_KK_HeLa_Ecoli-20perc_100ng_R2_G8_1_6932.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053462/20220407_KK_HeLa_Ecoli-20perc_100ng_R2_G8_1_6932.d.zip	Commercial HeLa S3 peptide digest with 20% E. coli K-12 digest by peptide mass; total injected peptide amount 100 ng. This is a bulk-digest dilution benchmark.	EcoliSpike_sdrf.txt and Methods specify repeated injections of the same mixture: seven technical replicates at 1 ng and three at 5, 10 and 100 ng. Human-only R1 is absent from the archive; deposited R2-R7 retain their original identifiers.	01_EcoliSpike_Searches.zip: all 39 deposited DIA-NN 1.8.0 logs specify fixed cysteine carbamidomethylation (--unimod4), K*,R* cleavage and two missed cleavages. Mass accuracy is optimized per analysis; a single fixed tolerance is not reported. Spectronaut settings are not represented here.	Agent-assisted curation using Codex and sdrf-skills. Author SDRF component rows combined into one physical acquisition per row; sample amounts sum human and E. coli components. A representative analysis.tdf instrument field confirms timsTOF Pro. All 54 deposited diaSettings.diasqlite files specify 375-925 m/z, width 25, unlike the generalized Methods range. Cell-line donor age and sex: https://www.cellosaurus.org/CVCL_0058 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	20%	100 ng
PXD053462_Sample-24	Homo sapiens	uterine cervix	adenocarcinoma	epithelial cell	HeLa S3 cell	CVCL_0058	HeLa S3	30Y6M	female	adult	1	20%	100 ng	CT=mixture;CN=Escherichia coli K-12 digest;SP=Escherichia coli;QY=20 ng	PXD053462_20220407_KK_HeLa_Ecoli-20perc_100ng_R3	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	Trypsin digestion; DIA-NN search cleavage rule K*,R* permits cleavage before proline.	Data-independent acquisition	not available	not available	375	925	25	1	3	20220407_KK_HeLa_Ecoli-20perc_100ng_R3_G9_1_6942.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053462/20220407_KK_HeLa_Ecoli-20perc_100ng_R3_G9_1_6942.d.zip	Commercial HeLa S3 peptide digest with 20% E. coli K-12 digest by peptide mass; total injected peptide amount 100 ng. This is a bulk-digest dilution benchmark.	EcoliSpike_sdrf.txt and Methods specify repeated injections of the same mixture: seven technical replicates at 1 ng and three at 5, 10 and 100 ng. Human-only R1 is absent from the archive; deposited R2-R7 retain their original identifiers.	01_EcoliSpike_Searches.zip: all 39 deposited DIA-NN 1.8.0 logs specify fixed cysteine carbamidomethylation (--unimod4), K*,R* cleavage and two missed cleavages. Mass accuracy is optimized per analysis; a single fixed tolerance is not reported. Spectronaut settings are not represented here.	Agent-assisted curation using Codex and sdrf-skills. Author SDRF component rows combined into one physical acquisition per row; sample amounts sum human and E. coli components. A representative analysis.tdf instrument field confirms timsTOF Pro. All 54 deposited diaSettings.diasqlite files specify 375-925 m/z, width 25, unlike the generalized Methods range. Cell-line donor age and sex: https://www.cellosaurus.org/CVCL_0058 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	20%	100 ng
PXD053462_Sample-22	Homo sapiens	uterine cervix	adenocarcinoma	epithelial cell	HeLa S3 cell	CVCL_0058	HeLa S3	30Y6M	female	adult	1	20%	10 ng	CT=mixture;CN=Escherichia coli K-12 digest;SP=Escherichia coli;QY=2 ng	PXD053462_20220407_KK_HeLa_Ecoli-20perc_10ng_R1	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	Trypsin digestion; DIA-NN search cleavage rule K*,R* permits cleavage before proline.	Data-independent acquisition	not available	not available	375	925	25	1	1	20220407_KK_HeLa_Ecoli-20perc_10ng_R1_G4_1_6896.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053462/20220407_KK_HeLa_Ecoli-20perc_10ng_R1_G4_1_6896.d.zip	Commercial HeLa S3 peptide digest with 20% E. coli K-12 digest by peptide mass; total injected peptide amount 10 ng. This is a bulk-digest dilution benchmark.	EcoliSpike_sdrf.txt and Methods specify repeated injections of the same mixture: seven technical replicates at 1 ng and three at 5, 10 and 100 ng. Human-only R1 is absent from the archive; deposited R2-R7 retain their original identifiers.	01_EcoliSpike_Searches.zip: all 39 deposited DIA-NN 1.8.0 logs specify fixed cysteine carbamidomethylation (--unimod4), K*,R* cleavage and two missed cleavages. Mass accuracy is optimized per analysis; a single fixed tolerance is not reported. Spectronaut settings are not represented here.	Agent-assisted curation using Codex and sdrf-skills. Author SDRF component rows combined into one physical acquisition per row; sample amounts sum human and E. coli components. A representative analysis.tdf instrument field confirms timsTOF Pro. All 54 deposited diaSettings.diasqlite files specify 375-925 m/z, width 25, unlike the generalized Methods range. Cell-line donor age and sex: https://www.cellosaurus.org/CVCL_0058 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	20%	10 ng
PXD053462_Sample-22	Homo sapiens	uterine cervix	adenocarcinoma	epithelial cell	HeLa S3 cell	CVCL_0058	HeLa S3	30Y6M	female	adult	1	20%	10 ng	CT=mixture;CN=Escherichia coli K-12 digest;SP=Escherichia coli;QY=2 ng	PXD053462_20220407_KK_HeLa_Ecoli-20perc_10ng_R2	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	Trypsin digestion; DIA-NN search cleavage rule K*,R* permits cleavage before proline.	Data-independent acquisition	not available	not available	375	925	25	1	2	20220407_KK_HeLa_Ecoli-20perc_10ng_R2_G5_1_6904.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053462/20220407_KK_HeLa_Ecoli-20perc_10ng_R2_G5_1_6904.d.zip	Commercial HeLa S3 peptide digest with 20% E. coli K-12 digest by peptide mass; total injected peptide amount 10 ng. This is a bulk-digest dilution benchmark.	EcoliSpike_sdrf.txt and Methods specify repeated injections of the same mixture: seven technical replicates at 1 ng and three at 5, 10 and 100 ng. Human-only R1 is absent from the archive; deposited R2-R7 retain their original identifiers.	01_EcoliSpike_Searches.zip: all 39 deposited DIA-NN 1.8.0 logs specify fixed cysteine carbamidomethylation (--unimod4), K*,R* cleavage and two missed cleavages. Mass accuracy is optimized per analysis; a single fixed tolerance is not reported. Spectronaut settings are not represented here.	Agent-assisted curation using Codex and sdrf-skills. Author SDRF component rows combined into one physical acquisition per row; sample amounts sum human and E. coli components. A representative analysis.tdf instrument field confirms timsTOF Pro. All 54 deposited diaSettings.diasqlite files specify 375-925 m/z, width 25, unlike the generalized Methods range. Cell-line donor age and sex: https://www.cellosaurus.org/CVCL_0058 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	20%	10 ng
PXD053462_Sample-22	Homo sapiens	uterine cervix	adenocarcinoma	epithelial cell	HeLa S3 cell	CVCL_0058	HeLa S3	30Y6M	female	adult	1	20%	10 ng	CT=mixture;CN=Escherichia coli K-12 digest;SP=Escherichia coli;QY=2 ng	PXD053462_20220407_KK_HeLa_Ecoli-20perc_10ng_R3	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	Trypsin digestion; DIA-NN search cleavage rule K*,R* permits cleavage before proline.	Data-independent acquisition	not available	not available	375	925	25	1	3	20220407_KK_HeLa_Ecoli-20perc_10ng_R3_G6_1_6912.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053462/20220407_KK_HeLa_Ecoli-20perc_10ng_R3_G6_1_6912.d.zip	Commercial HeLa S3 peptide digest with 20% E. coli K-12 digest by peptide mass; total injected peptide amount 10 ng. This is a bulk-digest dilution benchmark.	EcoliSpike_sdrf.txt and Methods specify repeated injections of the same mixture: seven technical replicates at 1 ng and three at 5, 10 and 100 ng. Human-only R1 is absent from the archive; deposited R2-R7 retain their original identifiers.	01_EcoliSpike_Searches.zip: all 39 deposited DIA-NN 1.8.0 logs specify fixed cysteine carbamidomethylation (--unimod4), K*,R* cleavage and two missed cleavages. Mass accuracy is optimized per analysis; a single fixed tolerance is not reported. Spectronaut settings are not represented here.	Agent-assisted curation using Codex and sdrf-skills. Author SDRF component rows combined into one physical acquisition per row; sample amounts sum human and E. coli components. A representative analysis.tdf instrument field confirms timsTOF Pro. All 54 deposited diaSettings.diasqlite files specify 375-925 m/z, width 25, unlike the generalized Methods range. Cell-line donor age and sex: https://www.cellosaurus.org/CVCL_0058 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	20%	10 ng
PXD053462_Sample-18	Homo sapiens	uterine cervix	adenocarcinoma	epithelial cell	HeLa S3 cell	CVCL_0058	HeLa S3	30Y6M	female	adult	1	20%	1 ng	CT=mixture;CN=Escherichia coli K-12 digest;SP=Escherichia coli;QY=0.2 ng	PXD053462_20220407_KK_HeLa_Ecoli-20perc_1ng_R1	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	Trypsin digestion; DIA-NN search cleavage rule K*,R* permits cleavage before proline.	Data-independent acquisition	not available	not available	375	925	25	1	1	20220407_KK_HeLa_Ecoli-20perc_1ng_R1_D1_1_6869.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053462/20220407_KK_HeLa_Ecoli-20perc_1ng_R1_D1_1_6869.d.zip	Commercial HeLa S3 peptide digest with 20% E. coli K-12 digest by peptide mass; total injected peptide amount 1 ng. This is a bulk-digest dilution benchmark.	EcoliSpike_sdrf.txt and Methods specify repeated injections of the same mixture: seven technical replicates at 1 ng and three at 5, 10 and 100 ng. Human-only R1 is absent from the archive; deposited R2-R7 retain their original identifiers.	01_EcoliSpike_Searches.zip: all 39 deposited DIA-NN 1.8.0 logs specify fixed cysteine carbamidomethylation (--unimod4), K*,R* cleavage and two missed cleavages. Mass accuracy is optimized per analysis; a single fixed tolerance is not reported. Spectronaut settings are not represented here.	Agent-assisted curation using Codex and sdrf-skills. Author SDRF component rows combined into one physical acquisition per row; sample amounts sum human and E. coli components. A representative analysis.tdf instrument field confirms timsTOF Pro. All 54 deposited diaSettings.diasqlite files specify 375-925 m/z, width 25, unlike the generalized Methods range. Cell-line donor age and sex: https://www.cellosaurus.org/CVCL_0058 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	20%	1 ng
PXD053462_Sample-18	Homo sapiens	uterine cervix	adenocarcinoma	epithelial cell	HeLa S3 cell	CVCL_0058	HeLa S3	30Y6M	female	adult	1	20%	1 ng	CT=mixture;CN=Escherichia coli K-12 digest;SP=Escherichia coli;QY=0.2 ng	PXD053462_20220407_KK_HeLa_Ecoli-20perc_1ng_R2	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	Trypsin digestion; DIA-NN search cleavage rule K*,R* permits cleavage before proline.	Data-independent acquisition	not available	not available	375	925	25	1	2	20220407_KK_HeLa_Ecoli-20perc_1ng_R2_D2_1_6877.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053462/20220407_KK_HeLa_Ecoli-20perc_1ng_R2_D2_1_6877.d.zip	Commercial HeLa S3 peptide digest with 20% E. coli K-12 digest by peptide mass; total injected peptide amount 1 ng. This is a bulk-digest dilution benchmark.	EcoliSpike_sdrf.txt and Methods specify repeated injections of the same mixture: seven technical replicates at 1 ng and three at 5, 10 and 100 ng. Human-only R1 is absent from the archive; deposited R2-R7 retain their original identifiers.	01_EcoliSpike_Searches.zip: all 39 deposited DIA-NN 1.8.0 logs specify fixed cysteine carbamidomethylation (--unimod4), K*,R* cleavage and two missed cleavages. Mass accuracy is optimized per analysis; a single fixed tolerance is not reported. Spectronaut settings are not represented here.	Agent-assisted curation using Codex and sdrf-skills. Author SDRF component rows combined into one physical acquisition per row; sample amounts sum human and E. coli components. A representative analysis.tdf instrument field confirms timsTOF Pro. All 54 deposited diaSettings.diasqlite files specify 375-925 m/z, width 25, unlike the generalized Methods range. Cell-line donor age and sex: https://www.cellosaurus.org/CVCL_0058 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	20%	1 ng
