source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[ancestry category]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	characteristics[cell line]	characteristics[experimental group]	characteristics[sample representation]	assay name	technology type	comment[technical replicate]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[sdrf version]	comment[sdrf annotation tool]	comment[acquisition batch]	comment[cell equivalents per well]	comment[author cell number]	comment[derived data file]	comment[derived data file uri]	comment[biological replicate provenance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[experimental group]	factor value[sample representation]
GIGA_1249_127N	Homo sapiens	not applicable	acute monocytic leukemia	not available	not available	not available	not available	not available	monocyte	cell	single cell	FACS	GIGA_1249_127N	1	1	THP1	THP1	SC	GIGA_1249	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	1	TMT127N	TMT126	not applicable	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	not available	not available	15 ppm	15 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	GIGA	not applicable	1	230705_23_000974_30minMet15_DDA_1_1_1249.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	THP1	SC
GIGA_1249_127C	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	empty	not applicable	empty	0	1	not applicable	empty	SC	GIGA_1249	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	1	TMT127C	TMT126	not applicable	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	not available	not available	15 ppm	15 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	GIGA	not applicable	0	230705_23_000974_30minMet15_DDA_1_1_1249.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	empty	SC
GIGA_1249_128N	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	empty	not applicable	empty	0	1	not applicable	empty	SC	GIGA_1249	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	1	TMT128N	TMT126	not applicable	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	not available	not available	15 ppm	15 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	GIGA	not applicable	0	230705_23_000974_30minMet15_DDA_1_1_1249.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	empty	SC
GIGA_1249_128C	Homo sapiens	not applicable	histiocytic lymphoma	not available	not available	not available	not available	not available	monocyte	cell	single cell	FACS	GIGA_1249_128C	1	1	U937	U937	SC	GIGA_1249	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	1	TMT128C	TMT126	not applicable	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	not available	not available	15 ppm	15 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	GIGA	not applicable	1	230705_23_000974_30minMet15_DDA_1_1_1249.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	U937	SC
GIGA_1249_129N	Homo sapiens	not applicable	acute monocytic leukemia	not available	not available	not available	not available	not available	monocyte	cell	single cell	FACS	GIGA_1249_129N	1	1	THP1	THP1	SC	GIGA_1249	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	1	TMT129N	TMT126	not applicable	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	not available	not available	15 ppm	15 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	GIGA	not applicable	1	230705_23_000974_30minMet15_DDA_1_1_1249.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	THP1	SC
GIGA_1249_129C	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	empty	not applicable	empty	0	1	not applicable	empty	SC	GIGA_1249	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	1	TMT129C	TMT126	not applicable	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	not available	not available	15 ppm	15 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	GIGA	not applicable	0	230705_23_000974_30minMet15_DDA_1_1_1249.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	empty	SC
GIGA_1249_130N	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	empty	not applicable	empty	0	1	not applicable	empty	SC	GIGA_1249	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	1	TMT130N	TMT126	not applicable	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	not available	not available	15 ppm	15 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	GIGA	not applicable	0	230705_23_000974_30minMet15_DDA_1_1_1249.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	empty	SC
GIGA_1249_130C	Homo sapiens	not applicable	acute monocytic leukemia	not available	not available	not available	not available	not available	monocyte	cell	single cell	FACS	GIGA_1249_130C	1	1	THP1	THP1	SC	GIGA_1249	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	1	TMT130C	TMT126	not applicable	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	not available	not available	15 ppm	15 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	GIGA	not applicable	1	230705_23_000974_30minMet15_DDA_1_1_1249.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	THP1	SC
GIGA_1249_131N	Homo sapiens	not applicable	histiocytic lymphoma	not available	not available	not available	not available	not available	monocyte	cell	single cell	FACS	GIGA_1249_131N	1	1	U937	U937	SC	GIGA_1249	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	1	TMT131N	TMT126	not applicable	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	not available	not available	15 ppm	15 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	GIGA	not applicable	1	230705_23_000974_30minMet15_DDA_1_1_1249.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	U937	SC
GIGA_1249_131C	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	empty	not applicable	empty	0	1	not applicable	empty	SC	GIGA_1249	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	1	TMT131C	TMT126	not applicable	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	not available	not available	15 ppm	15 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	GIGA	not applicable	0	230705_23_000974_30minMet15_DDA_1_1_1249.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	empty	SC
GIGA_1249_132N	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	empty	not applicable	empty	0	1	not applicable	empty	SC	GIGA_1249	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	1	TMT132N	TMT126	not applicable	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	not available	not available	15 ppm	15 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	GIGA	not applicable	0	230705_23_000974_30minMet15_DDA_1_1_1249.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	empty	SC
GIGA_1249_132C	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	negative control	not applicable	empty	0	1	not applicable	blank	SC	GIGA_1249	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	1	TMT132C	TMT126	not applicable	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	not available	not available	15 ppm	15 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	GIGA	not applicable	0	230705_23_000974_30minMet15_DDA_1_1_1249.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	blank	SC
GIGA_1249_133N	Homo sapiens	not applicable	histiocytic lymphoma	not available	not available	not available	not available	not available	monocyte	cell	single cell	FACS	GIGA_1249_133N	1	1	U937	U937	SC	GIGA_1249	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	1	TMT133N	TMT126	not applicable	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	not available	not available	15 ppm	15 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	GIGA	not applicable	1	230705_23_000974_30minMet15_DDA_1_1_1249.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	U937	SC
GIGA_1249_133C	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	empty	not applicable	empty	0	1	not applicable	empty	SC	GIGA_1249	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	1	TMT133C	TMT126	not applicable	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	not available	not available	15 ppm	15 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	GIGA	not applicable	0	230705_23_000974_30minMet15_DDA_1_1_1249.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	empty	SC
GIGA_1249_134N	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	empty	not applicable	empty	0	1	not applicable	empty	SC	GIGA_1249	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.d.zip	1	TMT134N	TMT126	not applicable	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	not available	not available	15 ppm	15 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	GIGA	not applicable	0	230705_23_000974_30minMet15_DDA_1_1_1249.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000974_30minMet15_DDA_1_1_1249.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	empty	SC
GIGA_1250_126C	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	empty	not applicable	empty	0	1	not applicable	empty	SC	GIGA_1250	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	230705_23_000975_30minMet15_DDA_1_1_1250.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000975_30minMet15_DDA_1_1_1250.d.zip	1	TMT126	TMT127C	not applicable	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	not available	not available	15 ppm	15 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	GIGA	not applicable	0	230705_23_000975_30minMet15_DDA_1_1_1250.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000975_30minMet15_DDA_1_1_1250.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	empty	SC
GIGA_1250_127N	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	empty	not applicable	empty	0	1	not applicable	empty	SC	GIGA_1250	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	230705_23_000975_30minMet15_DDA_1_1_1250.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000975_30minMet15_DDA_1_1_1250.d.zip	1	TMT127N	TMT127C	not applicable	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	not available	not available	15 ppm	15 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	GIGA	not applicable	0	230705_23_000975_30minMet15_DDA_1_1_1250.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000975_30minMet15_DDA_1_1_1250.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	empty	SC
GIGA_1250_127C	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not available	cell	carrier	not applicable	carrier	not applicable	1	not applicable	carrier	SC	GIGA_1250	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	230705_23_000975_30minMet15_DDA_1_1_1250.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000975_30minMet15_DDA_1_1_1250.d.zip	1	TMT127C	TMT127C	not applicable	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	not available	not available	15 ppm	15 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	GIGA	50	50	230705_23_000975_30minMet15_DDA_1_1_1250.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/230705_23_000975_30minMet15_DDA_1_1_1250.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	carrier	SC
